序号,交易所,发行人全称,审核状态,注册地,行业,保荐机构,会计师事务所,律师事务所,更新日期,受理日期
813,深圳证券交易所,深圳市易瑞生物技术股份有限公司,注册生效,广东,医药制造业,东兴证券股份有限公司,立信会计师事务所（特殊普通合伙）,国浩律师（深圳）事务所,2021/1/14,2020/7/2
814,深圳证券交易所,深圳市显盈科技股份有限公司,已问询,广东,计算机、通信和其他电子设备制造业,华林证券股份有限公司,天健会计师事务所（特殊普通合伙）,广东信达律师事务所,2021/1/16,2020/7/7
815,深圳证券交易所,深圳市晶台股份有限公司,终止(撤回),广东,计算机、通信和其他电子设备制造业,广发证券股份有限公司,天健会计师事务所（特殊普通合伙）,广东信达律师事务所,2020/9/1,2020/6/29
816,上海证券交易所,深圳市有方科技股份有限公司,注册生效,广东,计算机、通信和其他电子设备制造业,华创证券有限责任公司,立信会计师事务所（特殊普通合伙）,北京德恒律师事务所,2019/12/27,2019/5/7
817,上海证券交易所,深圳市杰普特光电股份有限公司,注册生效,广东,计算机、通信和其他电子设备制造业,中国国际金融股份有限公司,瑞华会计师事务所（特殊普通合伙）,北京金诚同达律师事务所,2019/9/29,2019/4/4
818,深圳证券交易所,深圳市杰美特科技股份有限公司,注册生效,广东,计算机、通信和其他电子设备制造业,东兴证券股份有限公司,大信会计师事务所（特殊普通合伙）,北京国枫律师事务所,2020/7/30,2020/6/30
819,上海证券交易所,深圳市柔宇科技股份有限公司,已受理,广东,计算机、通信和其他电子设备制造业,中信证券股份有限公司,大华会计师事务所（特殊普通合伙）,北京市金杜律师事务所,2020/12/31,2020/12/31
820,上海证券交易所,深圳市核达中远通电源技术股份有限公司,中止（财报更新）,广东,电气机械和器材制造业,长江证券承销保荐有限公司,立信会计师事务所（特殊普通合伙）,北京市金杜律师事务所,2020/12/31,2020/9/28
821,上海证券交易所,深圳市正弦电气股份有限公司,上市委会议,广东,电气机械和器材制造业,国泰君安证券股份有限公司,立信会计师事务所（特殊普通合伙）,广东信达律师事务所,2020/12/1,2020/6/23
822,深圳证券交易所,深圳市水务规划设计院股份有限公司,已问询,广东,专业技术服务业,光大证券股份有限公司,中审众环会计师事务所（特殊普通合伙）,国浩律师（北京）事务所,2021/1/13,2020/7/21
823,深圳证券交易所,深圳市汇创达科技股份有限公司,注册生效,广东,计算机、通信和其他电子设备制造业,东吴证券股份有限公司,大华会计师事务所（特殊普通合伙）,北京市康达律师事务所,2020/10/23,2020/6/28
824,深圳证券交易所,深圳市法本信息技术股份有限公司,注册生效,广东,软件和信息技术服务业,浙商证券股份有限公司,天健会计师事务所(特殊普通合伙),北京市君泽君律师事务所,2020/11/18,2020/7/2
825,深圳证券交易所,深圳市泛海三江电子股份有限公司,提交注册,广东,计算机、通信和其他电子设备制造业,开源证券股份有限公司,立信会计师事务所（特殊普通合伙）,北京市天元律师事务所,2020/11/25,2020/7/2
826,上海证券交易所,深圳市泛海统联精密制造股份有限公司,已受理,广东,计算机、通信和其他电子设备制造业,国金证券股份有限公司,天职国际会计师事务所（特殊普通合伙）,湖南启元律师事务所,2020/12/28,2020/12/28
827,上海证券交易所,深圳市海目星激光智能装备股份有限公司,注册生效,广东,专用设备制造业,中信证券股份有限公司,天健会计师事务所（特殊普通合伙）,北京市金杜律师事务所,2020/8/4,2019/12/31
828,上海证券交易所,深圳市深科达智能装备股份有限公司,提交注册,广东,专用设备制造业,安信证券股份有限公司,大华会计师事务所（特殊普通合伙）,广东华商律师事务所,2020/12/24,2020/4/27
829,深圳证券交易所,深圳市澳华集团股份有限公司,已问询,广东,农副食品加工业,国泰君安证券股份有限公司,华兴会计师事务所（特殊普通合伙）,广东华商律师事务所,2020/12/25,2020/7/29
830,上海证券交易所,深圳市燕麦科技股份有限公司,注册生效,广东,专用设备制造业,华泰联合证券有限责任公司,天健会计师事务所（特殊普通合伙）,广东信达律师事务所,2020/4/28,2019/9/27
831,深圳证券交易所,深圳市特发服务股份有限公司,注册生效,广东,房地产业,国泰君安证券股份有限公司,天健会计师事务所（特殊普通合伙）,国浩律师（深圳）事务所,2020/11/18,2020/6/22
832,上海证券交易所,深圳市科思科技股份有限公司,注册生效,广东,计算机、通信和其他电子设备制造业,中天国富证券有限公司,立信会计师事务所（特殊普通合伙）,江苏世纪同仁律师事务所,2020/9/15,2020/5/8
833,深圳证券交易所,深圳市穗晶光电股份有限公司,中止,广东,计算机、通信和其他电子设备制造业,民生证券股份有限公司,天健会计师事务所（特殊普通合伙）,北京国枫律师事务所,2020/12/14,2020/9/30
834,上海证券交易所,深圳市紫光照明技术股份有限公司,已问询,广东,电气机械和器材制造业,华安证券股份有限公司,天健会计师事务所（特殊普通合伙）,北京市君合律师事务所,2020/7/28,2020/6/30
835,深圳证券交易所,深圳市美的连医疗电子股份有限公司,已受理,广东,专用设备制造业,长城证券股份有限公司,中兴财光华会计师事务所（特殊普通合伙）,北京市康达律师事务所,2020/12/28,2020/12/28
836,深圳证券交易所,深圳市翔丰华科技股份有限公司,注册生效,广东,非金属矿物制品业,申万宏源证券承销保荐有限责任公司,众华会计师事务所（特殊普通合伙）,北京市中伦律师事务所,2020/8/20,2020/6/29
837,上海证券交易所,深圳市联赢激光股份有限公司,注册生效,广东,专用设备制造业,中山证券有限责任公司,天健会计师事务所（特殊普通合伙）,北京市天元律师事务所,2020/4/27,2019/6/27
838,深圳证券交易所,深圳市蕾奥规划设计咨询股份有限公司,上市委会议通过,广东,专业技术服务业,安信证券股份有限公司,亚太（集团）会计师事务所（特殊普通合伙）,广东华商律师事务所,2020/12/7,2020/7/6
839,上海证券交易所,深圳市贝斯达医疗股份有限公司,终止,广东,专用设备制造业,东兴证券股份有限公司,天职国际会计师事务所（特殊普通合伙）,北京观韬中茂律师事务所,2019/8/7,2019/3/27
840,上海证券交易所,深圳市财富趋势科技股份有限公司,注册生效,广东,软件和信息技术服务业,中国银河证券股份有限公司,中审众环会计师事务所（特殊普通合伙）,广东信达律师事务所,2020/3/24,2019/7/10
841,上海证券交易所,深圳市迅捷兴科技股份有限公司,上市委会议,广东,计算机、通信和其他电子设备制造业,民生证券股份有限公司,天职国际会计师事务所（特殊普通合伙）,广东信达律师事务所,2021/1/13,2020/7/30
842,上海证券交易所,深圳市道通科技股份有限公司,注册生效,广东,计算机、通信和其他电子设备制造业,中信证券股份有限公司,天健会计师事务所（特殊普通合伙）,北京市中伦律师事务所,2020/1/10,2019/6/27
843,深圳证券交易所,深圳市金照明科技股份有限公司,已问询,广东,建筑装饰和其他建筑业,第一创业证券承销保荐有限责任公司,华兴会计师事务所（特殊普通合伙）,北京市中伦律师事务所,2021/1/15,2020/7/23
844,深圳证券交易所,深圳市金百泽电子科技股份有限公司,上市委会议通过,广东,计算机、通信和其他电子设备制造业,爱建证券有限责任公司,天职国际会计师事务所（特殊普通合伙）,北京市金杜律师事务所,2021/1/7,2020/7/17
845,深圳证券交易所,深圳市铭利达精密技术股份有限公司,已受理,广东,金属制品业,国泰君安证券股份有限公司,上会会计师事务所（特殊普通合伙）,广东信达律师事务所,2020/12/28,2020/12/28
846,深圳证券交易所,深圳市集美新材料股份有限公司,已问询,广东,橡胶和塑料制品业,方正证券承销保荐有限责任公司,容诚会计师事务所（特殊普通合伙）,广东华商律师事务所,2020/12/21,2020/7/10
847,深圳证券交易所,深圳市鸿富瀚科技股份有限公司,已问询,广东,计算机、通信和其他电子设备制造业,中信建投证券股份有限公司,立信会计师事务所（特殊普通合伙）,广东华商律师事务所,2021/1/5,2020/10/14
848,上海证券交易所,深圳市鼎阳科技股份有限公司,已问询,广东,仪器仪表制造业,国信证券股份有限公司,致同会计师事务所（特殊普通合伙）,上海市锦天城律师事务所,2021/1/18,2020/6/23
849,上海证券交易所,深圳微众信用科技股份有限公司,上市委会议,广东,软件和信息技术服务业,中信证券股份有限公司,毕马威华振会计师事务所（特殊普通合伙）,北京国枫律师事务所,2020/12/7,2020/6/22
850,上海证券交易所,深圳微芯生物科技股份有限公司,注册生效,广东,医药制造业,安信证券股份有限公司,毕马威华振会计师事务所（特殊普通合伙）,上海市通力律师事务所,2019/7/17,2019/3/27
851,上海证券交易所,深圳惠泰医疗器械股份有限公司,注册生效,广东,专用设备制造业,中信证券股份有限公司,立信会计师事务所（特殊普通合伙）,北京市嘉源律师事务所,2020/12/8,2020/4/22
852,上海证券交易所,深圳新益昌科技股份有限公司,上市委会议,广东,专用设备制造业,中泰证券股份有限公司,天健会计师事务所（特殊普通合伙）,广东信达律师事务所,2020/12/16,2020/4/3
853,上海证券交易所,深圳普门科技股份有限公司,注册生效,广东,医药制造业,国信证券股份有限公司,天健会计师事务所（特殊普通合伙）,北京市中伦律师事务所,2019/10/16,2019/4/16
854,深圳证券交易所,深圳朗特智能控制股份有限公司,注册生效,广东,计算机、通信和其他电子设备制造业,兴业证券股份有限公司,致同会计师事务所（特殊普通合伙）,广东信达律师事务所,2020/11/12,2020/7/6
855,深圳证券交易所,深圳欧陆通电子股份有限公司,注册生效,广东,计算机、通信和其他电子设备制造业,国金证券股份有限公司,天职国际会计师事务所（特殊普通合伙）,广东信达律师事务所,2020/7/30,2020/6/23
856,深圳证券交易所,深圳民爆光电股份有限公司,已问询,广东,电气机械和器材制造业,国信证券股份有限公司,天职国际会计师事务所（特殊普通合伙）,北京市金杜律师事务所,2020/12/4,2020/7/22
857,上海证券交易所,深圳汉弘数字印刷集团股份有限公司,终止,广东,专用设备制造业,民生证券股份有限公司,中汇会计师事务所（特殊普通合伙）,北京市中伦律师事务所,2020/11/13,2020/4/16
858,上海证券交易所,深圳清溢光电股份有限公司,注册生效,广东,计算机、通信和其他电子设备制造业,广发证券股份有限公司,天健会计师事务所（特殊普通合伙）,上海市锦天城律师事务所,2019/10/23,2019/5/24
859,深圳证券交易所,深圳爱克莱特科技股份有限公司,注册生效,广东,电气机械和器材制造业,东兴证券股份有限公司,立信会计师事务所（特殊普通合伙）,北京德恒律师事务所,2020/8/20,2020/6/30
860,上海证券交易所,深圳瑞华泰薄膜科技股份有限公司,上市委会议,广东,橡胶和塑料制品业,国信证券股份有限公司,大信会计师事务所（特殊普通合伙）,北京市中伦律师事务所,2020/12/8,2020/6/24
861,深圳证券交易所,深圳瑞捷工程咨询股份有限公司,上市委会议通过,广东,专业技术服务业,第一创业证券承销保荐有限责任公司,中汇会计师事务所（特殊普通合伙）,广东信达律师事务所,2020/11/20,2020/6/28
862,深圳证券交易所,深圳秋田微电子股份有限公司,注册生效,广东,计算机、通信和其他电子设备制造业,国信证券股份有限公司,天健会计师事务所（特殊普通合伙）,广东信达律师事务所,2021/1/6,2020/6/29
863,深圳证券交易所,深圳通业科技股份有限公司,提交注册,广东,铁路、船舶、航空航天和其他运输设备制造业,招商证券股份有限公司,上会会计师事务所(特殊普通合伙）,广东信达律师事务所,2021/1/14,2020/7/2
864,上海证券交易所,深圳震有科技股份有限公司,注册生效,广东,计算机、通信和其他电子设备制造业,中信证券股份有限公司,天健会计师事务所（特殊普通合伙）,国浩律师（深圳）事务所,2020/6/17,2019/11/6
865,深圳证券交易所,深水海纳水务集团股份有限公司,提交注册,广东,生态保护和环境治理业,安信证券股份有限公司,天职国际会计师事务所（特殊普通合伙）,北京市天元律师事务所,2021/1/7,2020/6/28
866,深圳证券交易所,湖北中一科技股份有限公司,已问询,湖北,计算机、通信和其他电子设备制造业,中国国际金融股份有限公司,安永华明会计师事务所（特殊普通合伙）,北京市中伦律师事务所,2020/12/7,2020/11/16
867,深圳证券交易所,湖北亨迪药业股份有限公司,已问询,湖北,医药制造业,国泰君安证券股份有限公司,大信会计师事务所（特殊普通合伙）,国浩律师（上海）事务所,2020/11/8,2020/10/14
868,深圳证券交易所,湖北共同药业股份有限公司,提交注册,湖北,医药制造业,中信证券股份有限公司,大信会计师事务所（特殊普通合伙）,北京市中伦律师事务所,2020/12/3,2020/6/30
869,上海证券交易所,湖北华强科技股份有限公司,已受理,湖北,专用设备制造业,华泰联合证券有限责任公司,大信会计师事务所（特殊普通合伙）,北京德恒律师事务所,2020/12/25,2020/12/25
870,深圳证券交易所,湖北祥源新材科技股份有限公司,上市委会议通过,湖北,橡胶和塑料制品业,华林证券股份有限公司,天健会计师事务所（特殊普通合伙）,北京市信格律师事务所,2020/12/15,2020/7/6
871,深圳证券交易所,湖南军信环保股份有限公司,已问询,湖南,生态保护和环境治理业,中信证券股份有限公司,天职国际会计师事务所（特殊普通合伙）,国浩律师（长沙）事务所,2021/1/7,2020/12/10
872,上海证券交易所,湖南华纳大药厂股份有限公司,上市委会议,湖南,医药制造业,西部证券股份有限公司,天健会计师事务所（特殊普通合伙）,北京市康达律师事务所,2020/12/15,2020/6/24
873,上海证券交易所,湖南南新制药股份有限公司,注册生效,湖南,医药制造业,西部证券股份有限公司,天职国际会计师事务所（特殊普通合伙）,湖南启元律师事务所,2020/2/25,2019/6/26
874,深圳证券交易所,湖南恒光科技股份有限公司,已问询,湖南,化学原料和化学制品制造业,西部证券股份有限公司,天职国际会计师事务所（特殊普通合伙）,湖南启元律师事务所,2021/1/14,2020/7/10
875,深圳证券交易所,湖南恒茂高科股份有限公司,已问询,湖南,计算机、通信和其他电子设备制造业,西部证券股份有限公司,天健会计师事务所（特殊普通合伙）,湖南启元律师事务所,2020/12/18,2020/11/20
876,深圳证券交易所,湖南星邦智能装备股份有限公司,已问询,湖南,专用设备制造业,东海证券股份有限公司,天职国际会计师事务所（特殊普通合伙）,湖南启元律师事务所,2020/12/31,2020/7/3
877,上海证券交易所,湖南松井新材料股份有限公司,注册生效,湖南,化学原料和化学制品制造业,德邦证券股份有限公司,天职国际会计师事务所（特殊普通合伙）,湖南启元律师事务所,2020/5/9,2019/10/12
878,深圳证券交易所,湖南艾布鲁环保科技股份有限公司,已问询,湖南,生态保护和环境治理业,西部证券股份有限公司,中审华会计师事务所（特殊普通合伙）,湖南启元律师事务所,2020/12/21,2020/7/24
879,深圳证券交易所,湖南达嘉维康医药产业股份有限公司,已问询,湖南,批发业,国金证券股份有限公司,天健会计师事务所（特殊普通合伙）,上海市通力律师事务所,2020/12/7,2020/7/21
880,上海证券交易所,湖南金博碳素股份有限公司,注册生效,湖南,非金属矿物制品业,海通证券股份有限公司,天职国际会计师事务所（特殊普通合伙）,湖南启元律师事务所,2020/4/15,2019/10/12
881,深圳证券交易所,湖南鑫远环境科技股份有限公司,已受理,湖南,生态保护和环境治理业,国泰君安证券股份有限公司,信永中和会计师事务所（特殊普通合伙）,北京市君合律师事务所,2020/12/25,2020/12/25
882,上海证券交易所,湖南长远锂科股份有限公司,上市委会议,湖南,计算机、通信和其他电子设备制造业,中信证券股份有限公司,五矿证券有限公司,天职国际会计师事务所（特殊普通合伙）,2020/9/14,2020/5/6
883,深圳证券交易所,湖南飞沃新能源科技股份有限公司,中止,湖南,通用设备制造业,民生证券股份有限公司,天健会计师事务所（特殊普通合伙）,湖南启元律师事务所,2020/11/24,2020/9/30
884,深圳证券交易所,漱玉平民大药房连锁股份有限公司,上市委会议通过,山东,零售业,东兴证券股份有限公司,天职国际会计师事务所（特殊普通合伙）,国浩律师（上海）事务所,2020/12/15,2020/7/6
885,上海证券交易所,澜起科技股份有限公司,注册生效,上海,计算机、通信和其他电子设备制造业,中信证券股份有限公司,瑞华会计师事务所（特殊普通合伙）,国浩律师（上海）事务所,2019/6/25,2019/4/1
886,深圳证券交易所,火星人厨具股份有限公司,注册生效,浙江,电气机械和器材制造业,中信建投证券股份有限公司,天健会计师事务所（特殊普通合伙）,北京德恒律师事务所,2020/12/2,2020/7/2
887,上海证券交易所,炬芯科技股份有限公司,已受理,广东,计算机、通信和其他电子设备制造业,申万宏源证券承销保荐有限责任公司,天健会计师事务所（特殊普通合伙）,北京市竞天公诚律师事务所,2020/12/30,2020/12/30
888,上海证券交易所,烟台睿创微纳技术股份有限公司,注册生效,山东,计算机、通信和其他电子设备制造业,中信证券股份有限公司,信永中和会计师事务所（特殊普通合伙）,北京市中银律师事务所,2019/6/14,2019/3/22
889,深圳证券交易所,烟台石川密封科技股份有限公司,上市委会议通过,山东,通用设备制造业,海通证券股份有限公司,大华会计师事务所（特殊普通合伙）,北京市中伦律师事务所,2020/12/9,2020/6/30
890,深圳证券交易所,熊猫乳品集团股份有限公司,注册生效,浙江,食品制造业,中信证券股份有限公司,容诚会计师事务所（特殊普通合伙）,国浩律师（杭州）事务所,2020/9/9,2020/6/29
891,深圳证券交易所,熵基科技股份有限公司,已问询,广东,计算机、通信和其他电子设备制造业,瑞银证券有限责任公司,天职国际会计师事务所（特殊普通合伙）,国浩律师（深圳）事务所,2021/1/14,2020/12/16
892,上海证券交易所,爱博诺德（北京）医疗科技股份有限公司,注册生效,北京,专用设备制造业,招商证券股份有限公司,信永中和会计师事务所（特殊普通合伙）,北京市中伦律师事务所,2020/7/6,2019/12/10
893,上海证券交易所,爱威科技股份有限公司,上市委会议,湖南,专用设备制造业,西部证券股份有限公司,天健会计师事务所（特殊普通合伙）,湖南启元律师事务所,2020/11/13,2020/5/26
894,深圳证券交易所,爱美客技术发展股份有限公司,注册生效,北京,专用设备制造业,中信证券股份有限公司,大华会计师事务所（特殊普通合伙）,北京海润天睿律师事务所,2020/8/26,2020/6/30
895,上海证券交易所,珠海冠宇电池股份有限公司,已问询,广东,电气机械和器材制造业,招商证券股份有限公司,致同会计师事务所（特殊普通合伙）,上海市通力律师事务所,2020/12/3,2020/11/5
896,深圳证券交易所,珠海天威新材料股份有限公司,中止,广东,化学原料和化学制品制造业,东莞证券股份有限公司,大华会计师事务所（特殊普通合伙）,上海精诚申衡律师事务所,2020/12/2,2020/9/28
897,深圳证券交易所,珠海安联锐视科技股份有限公司,上市委会议通过,广东,计算机、通信和其他电子设备制造业,民生证券股份有限公司,中天运会计师事务所（特殊普通合伙）,北京市中伦律师事务所,2021/1/6,2020/6/24
898,深圳证券交易所,珠海市鸿瑞信息技术股份有限公司,已问询,广东,软件和信息技术服务业,中天国富证券有限公司,立信会计师事务所（特殊普通合伙）,广东精诚粤衡律师事务所,2020/12/29,2020/12/1
899,深圳证券交易所,瑞纳智能设备股份有限公司,已问询,安徽,仪器仪表制造业,国元证券股份有限公司,容诚会计师事务所（特殊普通合伙）,上海市锦天城律师事务所,2020/12/14,2020/7/13
900,上海证券交易所,瑞能半导体科技股份有限公司,中止（财报更新）,江西,计算机、通信和其他电子设备制造业,中信证券股份有限公司,安永华明会计师事务所（特殊普通合伙）,上海市锦天城律师事务所,2020/12/31,2020/8/18
901,上海证券交易所,生益电子股份有限公司,注册生效,广东,计算机、通信和其他电子设备制造业,东莞证券股份有限公司,福建华兴会计师事务所（特殊普通合伙）,北京市康达律师事务所,2021/1/5,2020/5/28
902,上海证券交易所,申联生物医药（上海）股份有限公司,注册生效,上海,医药制造业,国信证券股份有限公司,大华会计师事务所（特殊普通合伙）,国浩律师（上海）事务所,2019/9/20,2019/4/2
903,上海证券交易所,百奥泰生物制药股份有限公司,注册生效,广东,医药制造业,中国国际金融股份有限公司,安永华明会计师事务所（特殊普通合伙）,北京市君合律师事务所,2020/1/14,2019/7/8
904,深圳证券交易所,益海嘉里金龙鱼粮油食品股份有限公司,注册生效,上海,农副食品加工业,中信建投证券股份有限公司,安永华明会计师事务所(特殊普通合伙),北京市天元律师事务所,2020/9/16,2020/6/22
905,深圳证券交易所,盛德鑫泰新材料股份有限公司,注册生效,江苏,金属制品业,东方证券承销保荐有限公司,公证天业会计师事务所（特殊普通合伙）,上海市锦天城律师事务所,2020/8/12,2020/6/30
906,上海证券交易所,盛美半导体设备（上海）股份有限公司,上市委会议,上海,专用设备制造业,海通证券股份有限公司,立信会计师事务所（特殊普通合伙）,北京市金杜律师事务所,2020/9/30,2020/6/1
907,深圳证券交易所,研奥电气股份有限公司,注册生效,吉林,铁路、船舶、航空航天和其他运输设备制造业,国泰君安证券股份有限公司,致同会计师事务所（特殊普通合伙）,北京市环球律师事务所,2020/12/3,2020/6/22
908,深圳证券交易所,福建万辰生物科技股份有限公司,提交注册,福建,农业,民生证券股份有限公司,中审众环会计师事务所（特殊普通合伙）,国浩律师（北京）事务所,2021/1/7,2020/7/6
909,深圳证券交易所,福建久策气体股份有限公司,已受理,福建,化学原料和化学制品制造业,五矿证券有限公司,立信会计师事务所（特殊普通合伙）,国浩律师（上海）事务所,2020/12/30,2020/12/30
910,深圳证券交易所,福建创识科技股份有限公司,注册生效,福建,软件和信息技术服务业,兴业证券股份有限公司,立信会计师事务所（特殊普通合伙）,北京市康达律师事务所,2021/1/14,2020/6/28
911,深圳证券交易所,福建恒而达新材料股份有限公司,提交注册,福建,金属制品业,华泰联合证券有限责任公司,容诚会计师事务所（特殊普通合伙）,福建至理律师事务所,2021/1/19,2020/7/2
912,上海证券交易所,福建汇川物联网技术科技股份有限公司,上市委会议,福建,软件和信息技术服务业,国泰君安证券股份有限公司,容诚会计师事务所（特殊普通合伙）,北京市金杜律师事务所,2021/1/21,2020/6/24
913,深圳证券交易所,福建省招标股份有限公司,已问询,福建,专业技术服务业,兴业证券股份有限公司,华兴会计师事务所（特殊普通合伙）,北京大成律师事务所,2020/12/16,2020/11/19
914,深圳证券交易所,福建省铁拓机械股份有限公司,已问询,福建,专用设备制造业,国信证券股份有限公司,华兴会计师事务所（特殊普通合伙）,福建天衡联合律师事务所,2021/1/4,2020/9/18
915,上海证券交易所,福建福光股份有限公司,注册生效,福建,仪器仪表制造业,兴业证券股份有限公司,福建华兴会计师事务所（特殊普通合伙）,上海市锦天城律师事务所,2019/7/1,2019/3/28
916,上海证券交易所,福建福昕软件开发股份有限公司,注册生效,福建,软件和信息技术服务业,兴业证券股份有限公司,福建华兴会计师事务所（特殊普通合伙）,北京市竞天公诚律师事务所,2020/8/11,2020/3/23
917,上海证券交易所,福建赛特新材股份有限公司,注册生效,福建,非金属矿物制品业,兴业证券股份有限公司,容诚会计师事务所（特殊普通合伙）,北京市中瑞律师事务所,2020/1/8,2019/7/18
918,上海证券交易所,福立旺精密机电（中国）股份有限公司,注册生效,江苏,通用设备制造业,东吴证券股份有限公司,中汇会计师事务所（特殊普通合伙）,国浩律师（苏州）事务所,2020/11/24,2020/5/21
919,上海证券交易所,科兴生物制药股份有限公司,注册生效,山东,医药制造业,中信建投证券股份有限公司,大华会计师事务所（特殊普通合伙）,北京市嘉源律师事务所,2020/11/11,2020/5/11
920,上海证券交易所,科大国盾量子技术股份有限公司,注册生效,安徽,计算机、通信和其他电子设备制造业,国元证券股份有限公司,华普天健会计师事务所（特殊普通合伙）,安徽天禾律师事务所,2020/6/4,2019/3/27
921,上海证券交易所,科德数控股份有限公司,已问询,辽宁,通用设备制造业,中信证券股份有限公司,立信会计师事务所（特殊普通合伙）,北京观韬中茂律师事务所,2020/6/24,2020/5/28
922,上海证券交易所,科美诊断技术股份有限公司,提交注册,北京,医药制造业,中信证券股份有限公司,信永中和会计师事务所（特殊普通合伙）,北京市竞天公诚律师事务所,2020/12/30,2020/6/8
923,深圳证券交易所,秦皇岛天秦装备制造股份有限公司,注册生效,河北,其他制造业,长江证券承销保荐有限公司,致同会计师事务所（特殊普通合伙）,北京市中伦律师事务所,2020/11/18,2020/6/22
924,深圳证券交易所,稳健医疗用品股份有限公司,注册生效,广东,纺织业,中国国际金融股份有限公司,立信会计师事务所（特殊普通合伙）,北京市中伦律师事务所,2020/8/26,2020/6/23
925,深圳证券交易所,立高食品股份有限公司,提交注册,广东,食品制造业,中信建投证券股份有限公司,中审众环会计师事务所（特殊普通合伙）,北京国枫律师事务所,2021/1/14,2020/6/28
926,上海证券交易所,精英数智科技股份有限公司,终止,山西,软件和信息技术服务业,中德证券有限责任公司,致同会计师事务所（特殊普通合伙）,北京国枫律师事务所,2020/9/1,2019/11/11
927,上海证券交易所,精进电动科技股份有限公司,已问询,北京,汽车制造业,华泰联合证券有限责任公司,立信会计师事务所（特殊普通合伙）,北京市竞天公诚律师事务所,2020/7/22,2020/6/23
928,上海证券交易所,紫泉能源技术股份有限公司,中止（财报更新）,江苏,专业技术服务业,安信证券股份有限公司,中天运会计师事务所（特殊普通合伙）,江苏泰和律师事务所,2020/12/31,2020/9/25
929,上海证券交易所,纽威数控装备（苏州）股份有限公司,已受理,江苏,通用设备制造业,中信建投证券股份有限公司,天衡会计师事务所（特殊普通合伙）,北京市金杜律师事务所,2020/12/31,2020/12/31
930,上海证券交易所,绍兴兴欣新材料股份有限公司,终止,浙江,化学原料和化学制品制造业,光大证券股份有限公司,立信会计师事务所（特殊普通合伙）,北京市炜衡律师事务所,2019/12/12,2019/6/3
931,深圳证券交易所,维尼健康（深圳）股份有限公司,已受理,广东,化学原料和化学制品制造业,国信证券股份有限公司,天健会计师事务所（特殊普通合伙）,广东信达律师事务所,2020/12/25,2020/12/25
932,上海证券交易所,罗克佳华科技集团股份有限公司,注册生效,北京,软件和信息技术服务业,光大证券股份有限公司,天健会计师事务所（特殊普通合伙）,北京市天元律师事务所,2020/2/13,2019/5/9
933,上海证券交易所,罗普特科技集团股份有限公司,注册生效,福建,软件和信息技术服务业,国金证券股份有限公司,容诚会计师事务所（特殊普通合伙）,北京国枫律师事务所,2021/1/19,2020/5/14
934,上海证券交易所,美埃（中国）环境科技股份有限公司,已问询,江苏,专用设备制造业,长江证券承销保荐有限公司,安永华明会计师事务所（特殊普通合伙）,上海市锦天城律师事务所,2020/10/28,2020/9/24
935,上海证券交易所,翱捷科技股份有限公司,已问询,上海,计算机、通信和其他电子设备制造业,海通证券股份有限公司,普华永道中天会计师事务所（特殊普通合伙）,北京国枫律师事务所,2021/1/13,2020/12/15
936,上海证券交易所,聚辰半导体股份有限公司,注册生效,上海,计算机、通信和其他电子设备制造业,中国国际金融股份有限公司,立信会计师事务所（特殊普通合伙）,国浩律师（上海）事务所,2019/11/15,2019/4/2
937,上海证券交易所,腾景科技股份有限公司,提交注册,福建,计算机、通信和其他电子设备制造业,兴业证券股份有限公司,致同会计师事务所（特殊普通合伙）,福建至理律师事务所,2020/11/25,2020/4/29
938,上海证券交易所,艾索信息股份有限公司,终止,陕西,计算机、通信和其他电子设备制造业,民生证券股份有限公司,中审众环会计师事务所（特殊普通合伙）,广东信达律师事务所,2020/12/8,2020/4/7
939,上海证券交易所,芯原微电子（上海）股份有限公司,注册生效,上海,软件和信息技术服务业,招商证券股份有限公司,德勤华永会计师事务所（特殊普通合伙）,上海市方达律师事务所,2020/7/22,2019/9/20
940,上海证券交易所,芯海科技（深圳）股份有限公司,注册生效,广东,计算机、通信和其他电子设备制造业,中信证券股份有限公司,天健会计师事务所（特殊普通合伙）,广东华商律师事务所,2020/8/25,2020/3/31
941,深圳证券交易所,苏州万祥科技股份有限公司,已问询,江苏,计算机、通信和其他电子设备制造业,东吴证券股份有限公司,大华会计师事务所（特殊普通合伙）,国浩律师（上海）事务所,2020/12/30,2020/7/31
942,上海证券交易所,苏州上声电子股份有限公司,上市委会议,江苏,计算机、通信和其他电子设备制造业,东吴证券股份有限公司,安永华明会计师事务所（特殊普通合伙）,上海市通力律师事务所,2020/12/1,2020/6/16
943,上海证券交易所,苏州世华新材料科技股份有限公司,注册生效,江苏,计算机、通信和其他电子设备制造业,华泰联合证券有限责任公司,江苏公证天业会计师事务所（特殊普通合伙）,北京国枫律师事务所,2020/9/1,2020/4/3
944,深圳证券交易所,苏州久美玻璃钢股份有限公司,已问询,江苏,非金属矿物制品业,兴业证券股份有限公司,容诚会计师事务所（特殊普通合伙）,北京国枫律师事务所,2021/1/8,2020/8/19
945,深圳证券交易所,苏州仕净环保科技股份有限公司,上市委会议通过,江苏,专用设备制造业,民生证券股份有限公司,致同会计师事务所（特殊普通合伙）,广东华商律师事务所,2021/1/13,2020/7/2
